kind	x0	x1	top	bottom	width	height
line	1977.5	1977.7	244.7	244.8	0.2	0.1
line	1977.3	1977.5	244.8	245.0	0.2	0.1
line	1977.0	1977.3	245.0	245.0	0.3	0.1
line	1976.8	1976.9	244.3	244.3	0.1	0.0
line	1976.6	1976.8	244.3	244.3	0.1	0.0
line	1976.5	1976.6	244.2	244.3	0.1	0.0
line	1976.4	1976.5	244.2	244.2	0.1	0.1
line	1976.3	1976.4	244.1	244.2	0.1	0.1
line	1976.2	1976.3	244.0	244.1	0.1	0.1
line	1976.1	1976.2	243.9	244.0	0.1	0.1
line	1976.1	1976.1	243.8	243.9	0.1	0.1
line	1976.0	1976.1	243.7	243.8	0.0	0.1
line	1976.0	1976.0	243.5	243.7	0.0	0.1
line	1976.0	1976.0	243.4	243.5	0.0	0.1
line	1976.0	1976.1	243.3	243.4	0.0	0.1
line	1976.1	1976.1	243.2	243.3	0.1	0.1
line	1976.1	1976.2	243.1	243.2	0.1	0.1
line	1976.2	1976.3	243.0	243.1	0.1	0.1
line	1976.3	1976.4	242.9	243.0	0.1	0.1
line	1976.4	1976.5	242.8	242.9	0.1	0.1
line	1976.5	1976.6	242.8	242.8	0.1	0.0
line	1976.6	1976.8	242.8	242.8	0.1	0.0
line	1976.8	1976.9	242.8	242.8	0.1	0.0
line	1976.9	1977.0	242.8	242.8	0.1	0.0
line	1977.0	1977.1	242.8	242.9	0.1	0.1
line	1977.1	1977.2	242.9	243.0	0.1	0.1
line	1977.2	1977.3	243.0	243.1	0.1	0.1
line	1977.3	1977.4	243.1	243.2	0.1	0.1
line	1977.4	1977.5	243.2	243.3	0.1	0.1
line	1977.5	1977.5	243.3	243.4	0.0	0.1
line	1977.5	1977.5	243.4	243.5	0.0	0.1
line	1977.5	1977.5	243.5	243.7	0.0	0.1
line	1977.5	1977.5	243.7	243.8	0.0	0.1
line	1977.4	1977.5	243.8	243.9	0.1	0.1
line	1977.3	1977.4	243.9	244.0	0.1	0.1
line	1977.2	1977.3	244.0	244.1	0.1	0.1
line	1977.1	1977.2	244.1	244.2	0.1	0.1
line	1977.0	1977.1	244.2	244.2	0.1	0.1
line	1976.9	1977.0	244.2	244.3	0.1	0.0
line	1976.2	1976.4	209.0	209.0	0.1	0.0
line	1976.0	1976.2	208.8	209.0	0.2	0.1
line	1975.8	1976.0	208.7	208.8	0.2	0.1
line	1975.6	1975.8	208.5	208.7	0.2	0.2
line	1975.5	1975.6	208.3	208.5	0.2	0.2
line	1975.4	1975.5	208.1	208.3	0.1	0.2
line	1975.3	1975.4	207.8	208.1	0.1	0.3
line	1975.3	1975.3	207.5	207.8	0.0	0.3
line	1975.3	1975.3	207.3	207.5	0.0	0.3
line	1975.3	1975.4	207.0	207.3	0.1	0.3
line	1975.4	1975.5	206.8	207.0	0.1	0.2
line	1975.5	1975.6	206.6	206.8	0.2	0.2
line	1975.6	1975.8	206.4	206.6	0.2	0.2
line	1975.8	1976.0	206.2	206.4	0.2	0.1
line	1976.0	1976.2	206.1	206.2	0.2	0.1
line	1976.2	1976.5	206.1	206.1	0.3	0.1
line	1976.5	1976.8	206.0	206.1	0.3	0.0
line	1976.8	1977.0	206.0	206.1	0.3	0.0
line	1977.0	1977.3	206.1	206.1	0.3	0.1
line	1977.3	1977.5	206.1	206.2	0.2	0.1
line	1977.5	1977.7	206.2	206.4	0.2	0.1
line	1977.7	1977.9	206.4	206.6	0.2	0.2
line	1977.9	1978.1	206.6	206.8	0.2	0.2
line	1978.1	1978.2	206.8	207.0	0.1	0.2
line	1978.2	1978.2	207.0	207.3	0.1	0.3
line	1978.2	1978.3	207.3	207.5	0.0	0.3
line	1978.2	1978.3	207.5	207.8	0.0	0.3
line	1978.2	1978.2	207.8	208.1	0.1	0.3
line	1978.1	1978.2	208.1	208.3	0.1	0.2
line	1977.9	1978.1	208.3	208.5	0.2	0.2
line	1977.7	1977.9	208.5	208.7	0.2	0.2
line	1977.5	1977.7	208.7	208.8	0.2	0.1
line	1977.3	1977.5	208.8	209.0	0.2	0.1
line	1977.1	1977.3	209.0	209.0	0.1	0.0
line	1976.8	1976.9	208.3	208.3	0.1	0.0
line	1976.6	1976.8	208.3	208.3	0.1	0.0
line	1976.5	1976.6	208.2	208.3	0.1	0.0
line	1976.4	1976.5	208.2	208.2	0.1	0.1
line	1976.3	1976.4	208.1	208.2	0.1	0.1
line	1976.2	1976.3	208.0	208.1	0.1	0.1
line	1976.1	1976.2	207.9	208.0	0.1	0.1
line	1976.1	1976.1	207.8	207.9	0.1	0.1
line	1976.0	1976.1	207.7	207.8	0.0	0.1
line	1976.0	1976.0	207.5	207.7	0.0	0.1
line	1976.0	1976.0	207.4	207.5	0.0	0.1
line	1976.0	1976.1	207.3	207.4	0.0	0.1
line	1976.1	1976.1	207.2	207.3	0.1	0.1
line	1976.1	1976.2	207.1	207.2	0.1	0.1
line	1976.2	1976.3	207.0	207.1	0.1	0.1
line	1976.3	1976.4	206.9	207.0	0.1	0.1
line	1976.4	1976.5	206.8	206.9	0.1	0.1
line	1976.5	1976.6	206.8	206.8	0.1	0.0
line	1976.6	1976.8	206.8	206.8	0.1	0.0
line	1976.8	1976.9	206.8	206.8	0.1	0.0
line	1976.9	1977.0	206.8	206.8	0.1	0.0
line	1977.0	1977.1	206.8	206.9	0.1	0.1
line	1977.1	1977.2	206.9	207.0	0.1	0.1
line	1977.2	1977.3	207.0	207.1	0.1	0.1
line	1977.3	1977.4	207.1	207.2	0.1	0.1
line	1977.4	1977.5	207.2	207.3	0.1	0.1
line	1977.5	1977.5	207.3	207.4	0.0	0.1
line	1977.5	1977.5	207.4	207.5	0.0	0.1
line	1977.5	1977.5	207.5	207.7	0.0	0.1
line	1977.5	1977.5	207.7	207.8	0.0	0.1
line	1977.4	1977.5	207.8	207.9	0.1	0.1
line	1977.3	1977.4	207.9	208.0	0.1	0.1
line	1977.2	1977.3	208.0	208.1	0.1	0.1
line	1977.1	1977.2	208.1	208.2	0.1	0.1
line	1977.0	1977.1	208.2	208.2	0.1	0.1
line	1976.9	1977.0	208.2	208.3	0.1	0.0
line	1976.4	1976.4	208.2	236.8	0.0	28.6
line	1976.4	1976.4	238.3	242.9	0.0	4.6
line	1977.1	1977.1	208.2	236.8	0.0	28.6
line	1977.1	1977.1	238.3	242.9	0.0	4.6
line	1982.1	1982.1	236.8	236.8	0.0	0.0
line	1982.1	1982.1	236.8	236.8	0.0	0.0
line	1982.1	1982.1	236.8	236.9	0.0	0.1
line	1982.1	1982.1	236.9	237.0	0.0	0.1
line	1982.1	1982.1	237.0	237.1	0.0	0.1
line	1982.1	1982.1	237.1	237.2	0.0	0.1
line	1982.1	1982.1	237.2	237.3	0.0	0.1
line	1982.1	1982.1	237.3	237.4	0.0	0.1
line	1982.1	1982.1	237.4	237.5	0.0	0.1
line	1982.1	1982.1	237.5	237.7	0.0	0.1
line	1982.1	1982.1	237.7	237.8	0.0	0.1
line	1982.1	1982.1	237.8	237.9	0.0	0.1
line	1982.1	1982.1	237.9	238.0	0.0	0.1
line	1982.1	1982.1	238.0	238.1	0.0	0.1
line	1982.1	1982.1	238.1	238.2	0.0	0.1
line	1982.1	1982.1	238.2	238.2	0.0	0.1
line	1982.1	1982.1	238.2	238.3	0.0	0.0
line	1982.1	1982.1	238.3	238.3	0.0	0.0
line	1974.6	1974.6	236.8	236.8	0.0	0.0
line	1974.6	1974.6	236.8	236.8	0.0	0.0
line	1974.6	1974.6	236.8	236.9	0.0	0.1
line	1974.6	1974.6	236.9	237.0	0.0	0.1
line	1974.6	1974.6	237.0	237.1	0.0	0.1
line	1974.6	1974.6	237.1	237.2	0.0	0.1
line	1974.6	1974.6	237.2	237.3	0.0	0.1
line	1974.6	1974.6	237.3	237.4	0.0	0.1
line	1974.6	1974.6	237.4	237.5	0.0	0.1
line	1974.6	1974.6	237.5	237.7	0.0	0.1
line	1974.6	1974.6	237.7	237.8	0.0	0.1
line	1974.6	1974.6	237.8	237.9	0.0	0.1
line	1974.6	1974.6	237.9	238.0	0.0	0.1
line	1974.6	1974.6	238.0	238.1	0.0	0.1
line	1974.6	1974.6	238.1	238.2	0.0	0.1
line	1974.6	1974.6	238.2	238.2	0.0	0.1
line	1974.6	1974.6	238.2	238.3	0.0	0.0
line	1974.6	1974.6	238.3	238.3	0.0	0.0
line	1981.4	1982.1	236.8	236.8	0.8	0.0
line	1977.1	1978.4	236.8	236.8	1.2	0.0
line	1974.6	1976.4	236.8	236.8	1.8	0.0
line	1981.4	1982.1	238.3	238.3	0.8	0.0
line	1977.1	1978.4	238.3	238.3	1.2	0.0
line	1974.6	1976.4	238.3	238.3	1.8	0.0
line	1978.4	1981.4	238.4	238.4	3.0	0.0
line	1980.6	1980.6	236.2	236.4	0.0	0.2
line	1980.6	1981.4	236.4	236.7	0.8	0.3
line	1981.4	1981.4	236.7	236.8	0.0	0.1
line	1981.4	1981.4	236.8	237.7	0.0	0.9
line	1978.4	1981.4	237.7	237.7	3.0	0.0
line	1978.4	1978.4	236.8	237.7	0.0	0.9
line	1978.4	1978.4	236.7	236.8	0.0	0.1
line	1978.4	1979.1	236.4	236.7	0.7	0.3
line	1979.1	1979.1	236.2	236.4	0.0	0.2
line	1981.4	1981.4	237.7	238.4	0.0	0.7
line	1978.4	1978.4	237.7	238.4	0.0	0.7
line	1979.1	1980.6	236.2	236.2	1.5	0.0
line	1967.9	1968.0	223.3	223.3	0.1	0.0
line	1967.7	1967.9	223.3	223.3	0.1	0.0
line	1967.6	1967.7	223.2	223.3	0.1	0.0
line	1967.5	1967.6	223.2	223.2	0.1	0.1
line	1967.4	1967.5	223.1	223.2	0.1	0.1
line	1967.3	1967.4	223.0	223.1	0.1	0.1
line	1967.2	1967.3	222.9	223.0	0.1	0.1
line	1967.2	1967.2	222.8	222.9	0.1	0.1
line	1967.1	1967.2	222.7	222.8	0.0	0.1
line	1967.1	1967.1	222.5	222.7	0.0	0.1
line	1967.1	1967.1	222.4	222.5	0.0	0.1
line	1967.1	1967.2	222.3	222.4	0.0	0.1
line	1967.2	1967.2	222.2	222.3	0.1	0.1
line	1967.2	1967.3	222.1	222.2	0.1	0.1
line	1967.3	1967.4	222.0	222.1	0.1	0.1
line	1967.4	1967.5	221.9	222.0	0.1	0.1
line	1967.5	1967.6	221.8	221.9	0.1	0.1
line	1967.6	1967.7	221.8	221.8	0.1	0.0
line	1967.7	1967.9	221.8	221.8	0.1	0.0
line	1967.9	1968.0	221.8	221.8	0.1	0.0
line	1968.0	1968.1	221.8	221.8	0.1	0.0
line	1968.1	1968.2	221.8	221.9	0.1	0.1
line	1968.2	1968.3	221.9	222.0	0.1	0.1
line	1968.3	1968.4	222.0	222.1	0.1	0.1
line	1968.4	1968.5	222.1	222.2	0.1	0.1
line	1968.5	1968.6	222.2	222.3	0.1	0.1
line	1968.6	1968.6	222.3	222.4	0.0	0.1
line	1968.6	1968.6	222.4	222.5	0.0	0.1
line	1968.6	1968.6	222.5	222.7	0.0	0.1
line	1968.6	1968.6	222.7	222.8	0.0	0.1
line	1968.5	1968.6	222.8	222.9	0.1	0.1
line	1968.4	1968.5	222.9	223.0	0.1	0.1
line	1968.3	1968.4	223.0	223.1	0.1	0.1
line	1968.2	1968.3	223.1	223.2	0.1	0.1
line	1968.1	1968.2	223.2	223.2	0.1	0.1
line	1968.0	1968.1	223.2	223.3	0.1	0.0
line	1964.0	1967.4	223.1	250.0	3.4	26.9
line	1964.8	1968.1	223.2	250.2	3.4	27.0
line	1964.0	1964.0	250.0	250.0	0.0	0.0
line	1964.0	1964.0	250.0	250.0	0.0	0.0
line	1964.0	1964.1	250.0	250.0	0.0	0.0
line	1964.1	1964.1	250.0	250.0	0.0	0.0
line	1964.1	1964.1	250.0	250.1	0.0	0.0
line	1964.1	1964.2	250.1	250.1	0.0	0.0
line	1964.2	1964.2	250.1	250.1	0.0	0.0
line	1964.2	1964.3	250.1	250.1	0.1	0.0
line	1964.3	1964.3	250.1	250.1	0.1	0.0
line	1964.3	1964.4	250.1	250.1	0.1	0.0
line	1964.4	1964.5	250.1	250.1	0.1	0.0
line	1964.5	1964.5	250.1	250.1	0.1	0.0
line	1964.5	1964.6	250.1	250.2	0.1	0.0
line	1964.6	1964.6	250.2	250.2	0.0	0.0
line	1964.6	1964.7	250.2	250.2	0.0	0.0
line	1964.7	1964.7	250.2	250.2	0.0	0.0
line	1964.7	1964.7	250.2	250.2	0.0	0.0
line	1964.7	1964.7	250.2	250.2	0.0	0.0
line	1964.7	1964.8	250.2	250.2	0.0	0.0
line	1964.8	1964.8	250.2	250.2	0.0	0.0
line	1963.4	1964.8	250.2	257.3	1.3	7.1
line	1962.7	1964.0	250.0	257.2	1.3	7.2
line	1962.7	1962.7	257.2	257.2	0.0	0.0
line	1962.7	1962.7	257.2	257.2	0.0	0.0
line	1962.7	1962.7	257.2	257.2	0.0	0.0
line	1962.7	1962.8	257.2	257.2	0.0	0.0
line	1962.8	1962.8	257.2	257.2	0.0	0.0
line	1962.8	1962.8	257.2	257.2	0.0	0.0
line	1962.8	1962.9	257.2	257.2	0.0	0.0
line	1962.9	1962.9	257.2	257.2	0.1	0.0
line	1962.9	1963.0	257.2	257.2	0.1	0.0
line	1963.0	1963.1	257.2	257.2	0.1	0.0
line	1963.1	1963.1	257.2	257.2	0.1	0.0
line	1963.1	1963.2	257.2	257.2	0.1	0.0
line	1963.2	1963.2	257.2	257.2	0.1	0.0
line	1963.2	1963.3	257.2	257.2	0.0	0.0
line	1963.3	1963.3	257.2	257.3	0.0	0.0
line	1963.3	1963.4	257.3	257.3	0.0	0.0
line	1963.4	1963.4	257.3	257.3	0.0	0.0
line	1963.4	1963.4	257.3	257.3	0.0	0.0
line	1963.4	1963.4	257.3	257.3	0.0	0.0
line	1963.4	1963.4	257.3	257.3	0.0	0.0
line	1963.4	1963.4	257.3	259.2	0.1	1.9
line	1963.4	1963.6	259.2	261.1	0.2	1.9
line	1963.6	1964.1	261.1	262.9	0.5	1.8
line	1962.6	1962.7	257.2	259.2	0.1	2.0
line	1962.6	1962.8	259.2	261.2	0.2	2.0
line	1962.8	1963.4	261.2	263.2	0.6	2.0
line	1963.4	1963.4	263.2	263.2	0.0	0.0
line	1963.4	1963.4	263.2	263.2	0.0	0.0
line	1963.4	1963.4	263.2	263.2	0.0	0.0
line	1963.4	1963.5	263.1	263.2	0.0	0.0
line	1963.5	1963.5	263.1	263.1	0.0	0.0
line	1963.5	1963.5	263.1	263.1	0.0	0.0
line	1963.5	1963.6	263.1	263.1	0.0	0.0
line	1963.6	1963.6	263.1	263.1	0.1	0.0
line	1963.6	1963.7	263.1	263.1	0.1	0.0
line	1963.7	1963.7	263.0	263.1	0.1	0.0
line	1963.7	1963.8	263.0	263.0	0.1	0.0
line	1963.8	1963.9	263.0	263.0	0.1	0.0
line	1963.9	1963.9	263.0	263.0	0.1	0.0
line	1963.9	1964.0	263.0	263.0	0.0	0.0
line	1964.0	1964.0	262.9	263.0	0.0	0.0
line	1964.0	1964.0	262.9	262.9	0.0	0.0
line	1964.0	1964.1	262.9	262.9	0.0	0.0
line	1964.1	1964.1	262.9	262.9	0.0	0.0
line	1964.1	1964.1	262.9	262.9	0.0	0.0
line	1964.1	1964.1	262.9	262.9	0.0	0.0
line	1964.1	1964.6	262.9	264.0	0.5	1.0
line	1964.6	1965.2	264.0	264.9	0.6	1.0
line	1965.2	1966.0	264.9	265.7	0.8	0.8
line	1966.0	1966.9	265.7	266.5	0.9	0.7
line	1966.9	1967.9	266.5	267.0	1.0	0.6
line	1967.9	1969.0	267.0	267.4	1.1	0.4
line	1969.0	1970.1	267.4	267.6	1.1	0.2
line	1970.1	1971.3	267.6	267.7	1.2	0.0
line	1971.3	1972.4	267.5	267.7	1.1	0.1
line	1963.4	1963.9	263.2	264.3	0.5	1.2
line	1963.9	1964.6	264.3	265.4	0.7	1.1
line	1964.6	1965.5	265.4	266.3	0.9	0.9
line	1965.5	1966.5	266.3	267.1	1.0	0.8
line	1966.5	1967.6	267.1	267.7	1.1	0.6
line	1967.6	1968.8	267.7	268.1	1.2	0.4
line	1968.8	1970.0	268.1	268.4	1.2	0.2
line	1970.0	1971.3	268.4	268.4	1.3	0.0
line	1971.3	1972.6	268.3	268.4	1.3	0.2
line	1972.6	1972.6	268.3	268.3	0.0	0.0
line	1972.6	1972.6	268.2	268.3	0.0	0.0
line	1972.6	1972.6	268.2	268.2	0.0	0.0
line	1972.5	1972.6	268.2	268.2	0.0	0.0
line	1972.5	1972.5	268.2	268.2	0.0	0.0
line	1972.5	1972.5	268.1	268.2	0.0	0.0
line	1972.5	1972.5	268.1	268.1	0.0	0.0
line	1972.5	1972.5	268.0	268.1	0.0	0.1
line	1972.5	1972.5	268.0	268.0	0.0	0.1
line	1972.5	1972.5	267.9	268.0	0.0	0.1
line	1972.5	1972.5	267.8	267.9	0.0	0.1
line	1972.5	1972.5	267.8	267.8	0.0	0.1
line	1972.5	1972.5	267.7	267.8	0.0	0.1
line	1972.4	1972.5	267.7	267.7	0.0	0.0
line	1972.4	1972.4	267.6	267.7	0.0	0.0
line	1972.4	1972.4	267.6	267.6	0.0	0.0
line	1972.4	1972.4	267.6	267.6	0.0	0.0
line	1972.4	1972.4	267.5	267.6	0.0	0.0
line	1972.4	1972.4	267.5	267.5	0.0	0.0
line	1972.4	1972.4	267.5	267.5	0.0	0.0
line	1957.4	1994.5	271.7	271.7	37.1	0.0
line	1957.4	1957.4	271.6	271.7	0.0	0.0
line	1957.4	1957.4	271.5	271.6	0.0	0.1
line	1957.4	1957.4	271.3	271.5	0.0	0.2
line	1957.4	1957.4	271.1	271.3	0.0	0.2
line	1957.4	1957.4	270.8	271.1	0.0	0.3
line	1957.4	1957.4	270.5	270.8	0.0	0.3
line	1957.4	1957.4	270.3	270.5	0.0	0.3
line	1957.4	1957.4	270.0	270.3	0.0	0.3
line	1957.4	1957.4	269.7	270.0	0.0	0.2
line	1957.4	1957.4	269.6	269.7	0.0	0.2
line	1957.4	1957.4	269.5	269.6	0.0	0.1
line	1957.4	1957.4	269.4	269.5	0.0	0.0
line	1957.4	1994.5	269.4	269.4	37.1	0.0
line	2000.5	2000.6	271.3	271.3	0.2	0.0
line	2000.6	2000.8	271.2	271.3	0.2	0.1
line	2000.8	2001.0	271.1	271.2	0.2	0.1
line	2001.0	2001.1	270.9	271.1	0.1	0.2
line	2001.1	2001.1	270.7	270.9	0.1	0.2
line	2001.1	2001.2	270.5	270.7	0.0	0.2
line	2001.1	2001.2	270.3	270.5	0.0	0.2
line	2001.1	2001.1	270.2	270.3	0.1	0.2
line	2001.0	2001.1	270.0	270.2	0.1	0.2
line	2000.8	2001.0	269.9	270.0	0.2	0.1
line	2000.6	2000.8	269.8	269.9	0.2	0.1
line	2000.5	2000.6	269.8	269.8	0.2	0.0
line	2000.3	2000.5	269.4	269.4	0.2	0.0
line	2000.3	2000.5	271.7	271.7	0.2	0.0
line	1999.7	2000.3	269.4	269.4	0.6	0.0
line	1999.7	2000.3	271.7	271.7	0.6	0.0
line	1998.7	1999.7	269.4	269.4	1.0	0.0
line	1998.7	1999.7	271.7	271.7	1.0	0.0
line	1997.5	1998.7	269.4	269.4	1.2	0.0
line	1997.5	1998.7	271.7	271.7	1.2	0.0
line	1996.0	1997.5	269.4	269.4	1.4	0.0
line	1996.0	1997.5	271.7	271.7	1.4	0.0
line	1994.5	1994.5	270.5	270.8	0.0	0.3
line	1994.5	1994.5	270.3	270.5	0.0	0.3
line	1994.5	1994.5	270.0	270.3	0.0	0.3
line	1994.5	1994.5	269.7	270.0	0.0	0.2
line	1994.5	1994.5	269.6	269.7	0.0	0.2
line	1994.5	1994.5	269.5	269.6	0.0	0.1
line	1994.5	1996.0	269.4	269.4	1.6	0.0
line	1994.5	1994.5	269.4	269.5	0.0	0.0
line	1994.5	1996.0	271.7	271.7	1.6	0.0
line	1994.5	1994.5	271.6	271.7	0.0	0.0
line	1994.5	1994.5	271.5	271.6	0.0	0.1
line	1994.5	1994.5	271.3	271.5	0.0	0.2
line	1994.5	1994.5	271.1	271.3	0.0	0.2
line	1994.5	1994.5	270.8	271.1	0.0	0.3
line	1997.5	2003.9	194.0	194.0	6.4	0.0
line	1997.5	1997.5	311.3	312.5	0.0	1.3
line	1997.5	1997.5	271.7	311.0	0.0	39.4
line	1997.5	1997.5	194.0	269.4	0.0	75.4
line	1946.9	1997.5	311.0	311.0	50.6	0.0
line	1985.9	2001.8	311.1	311.7	15.9	0.6
line	1984.2	2001.7	311.1	311.7	17.5	0.6
line	1946.9	1975.6	311.0	311.7	28.8	0.7
line	1946.9	1974.3	311.0	311.7	27.4	0.6
line	1946.9	1972.3	311.0	311.7	25.5	0.6
line	1982.9	2001.6	311.1	311.7	18.6	0.6
line	1985.2	2001.7	311.1	311.7	16.6	0.6
line	1986.7	2001.9	311.1	311.7	15.1	0.5
line	1946.9	1971.3	311.0	311.7	24.4	0.6
line	1946.9	1973.2	311.0	311.7	26.4	0.6
line	1946.9	1946.9	194.0	311.0	0.0	117.0
line	1946.9	1997.5	194.0	194.0	50.6	0.0
line	1985.9	1986.7	311.7	311.7	0.9	0.0
line	1985.2	1985.9	311.7	311.7	0.7	0.0
line	1984.2	1985.2	311.7	311.7	1.0	0.0
line	1982.9	1984.2	311.7	311.7	1.2	0.0
line	1975.6	1982.9	311.7	311.7	7.3	0.0
line	1974.3	1975.6	311.7	311.7	1.3	0.0
line	1973.2	1974.3	311.7	311.7	1.1	0.0
line	1972.3	1973.2	311.7	311.7	0.9	0.0
line	1971.3	1972.3	311.7	311.7	1.0	0.0
line	1986.7	2003.9	311.0	311.7	17.1	0.6
line	1946.9	1971.3	311.0	311.7	24.4	0.6
line	1946.9	1946.9	311.0	312.5	0.0	1.5
line	2003.9	2003.9	311.0	312.5	0.0	1.5
line	1946.9	2003.9	312.5	312.5	57.0	0.0
line	2003.9	2005.4	312.5	312.5	1.5	0.0
line	2005.4	2005.4	194.0	312.5	0.0	118.5
line	2003.9	2005.4	194.0	194.0	1.5	0.0
line	2003.9	2003.9	194.0	312.5	0.0	118.5
line	2000.5	2000.8	271.6	271.7	0.3	0.0
line	2000.8	2001.0	271.5	271.6	0.3	0.1
line	2001.0	2001.3	271.3	271.5	0.2	0.2
line	2001.3	2001.5	271.1	271.3	0.2	0.2
line	2001.5	2001.6	270.8	271.1	0.1	0.3
line	2001.6	2001.6	270.5	270.8	0.0	0.3
line	2001.6	2001.6	270.3	270.5	0.0	0.3
line	2001.5	2001.6	270.0	270.3	0.1	0.3
line	2001.3	2001.5	269.7	270.0	0.2	0.2
line	2001.0	2001.3	269.6	269.7	0.2	0.2
line	2000.8	2001.0	269.5	269.6	0.3	0.1
line	2000.5	2000.8	269.4	269.5	0.3	0.0
line	2000.2	2000.5	269.4	269.5	0.3	0.0
line	1999.9	2000.2	269.5	269.6	0.3	0.1
line	1999.7	1999.9	269.6	269.7	0.2	0.2
line	1999.5	1999.7	269.7	270.0	0.2	0.2
line	1999.4	1999.5	270.0	270.3	0.1	0.3
line	1999.4	1999.4	270.3	270.5	0.0	0.3
line	1999.4	1999.4	270.5	270.8	0.0	0.3
line	1999.4	1999.5	270.8	271.1	0.1	0.3
line	1999.5	1999.7	271.1	271.3	0.2	0.2
line	1999.7	1999.9	271.3	271.5	0.2	0.2
line	1999.9	2000.2	271.5	271.6	0.3	0.1
line	2000.2	2000.5	271.6	271.7	0.3	0.0
line	2000.1	2000.3	271.2	271.3	0.2	0.1
line	2000.0	2000.1	271.1	271.2	0.2	0.1
line	1999.8	2000.0	270.9	271.1	0.1	0.2
line	1999.8	1999.8	270.7	270.9	0.1	0.2
line	1999.7	1999.8	270.5	270.7	0.0	0.2
line	1999.7	1999.8	270.3	270.5	0.0	0.2
line	1999.8	1999.8	270.2	270.3	0.1	0.2
line	1999.8	2000.0	270.0	270.2	0.1	0.2
line	2000.0	2000.1	269.9	270.0	0.2	0.1
line	2000.1	2000.3	269.8	269.9	0.2	0.1
line	2000.3	2000.5	269.8	269.8	0.2	0.0
line	2000.5	2000.7	269.8	269.8	0.2	0.0
line	2000.7	2000.9	269.8	269.9	0.2	0.1
line	2000.9	2001.0	269.9	270.0	0.2	0.1
line	2001.0	2001.1	270.0	270.2	0.1	0.2
line	2001.1	2001.2	270.2	270.3	0.1	0.2
line	2001.2	2001.2	270.3	270.5	0.0	0.2
line	2001.2	2001.2	270.5	270.7	0.0	0.2
line	2001.1	2001.2	270.7	270.9	0.1	0.2
line	2001.0	2001.1	270.9	271.1	0.1	0.2
line	2000.9	2001.0	271.1	271.2	0.2	0.1
line	2000.7	2000.9	271.2	271.3	0.2	0.1
line	2000.5	2000.7	271.3	271.3	0.2	0.0
line	2000.3	2000.5	271.3	271.3	0.2	0.0
line	1844.9	1844.9	200.0	254.0	0.0	54.0
line	1843.4	1844.9	254.0	254.0	1.5	0.0
line	1843.4	1844.9	200.0	200.0	1.5	0.0
line	1848.2	1848.2	189.2	189.6	0.0	0.4
line	1847.8	1848.2	189.6	190.3	0.4	0.7
line	1847.6	1847.8	190.3	190.5	0.2	0.3
line	1847.5	1847.6	190.5	190.8	0.1	0.2
line	1847.5	1847.5	190.8	191.0	0.0	0.2
line	1847.5	1847.6	191.1	191.2	0.0	0.1
line	1847.6	1847.7	191.2	191.4	0.1	0.2
line	1847.7	1847.9	191.4	191.5	0.2	0.1
line	1847.9	1849.0	191.5	191.7	1.0	0.2
line	1849.7	1849.8	189.2	189.6	0.0	0.4
line	1849.8	1850.1	189.6	190.3	0.4	0.7
line	1850.1	1850.4	190.3	190.5	0.2	0.3
line	1850.4	1850.4	190.5	190.8	0.1	0.2
line	1850.4	1850.4	190.8	191.0	0.0	0.2
line	1850.3	1850.4	191.1	191.2	0.0	0.1
line	1850.2	1850.3	191.2	191.4	0.1	0.2
line	1850.0	1850.2	191.4	191.5	0.2	0.1
line	1849.0	1850.0	191.5	191.7	1.0	0.2
line	1846.6	1846.8	191.1	191.1	0.2	0.0
line	1846.8	1847.3	191.1	191.1	0.5	0.0
line	1847.3	1848.1	191.1	191.1	0.8	0.0
line	1848.1	1849.0	191.1	191.1	0.9	0.0
line	1849.0	1849.9	191.1	191.1	0.9	0.0
line	1849.9	1850.6	191.1	191.1	0.8	0.0
line	1850.6	1851.1	191.1	191.1	0.5	0.0
line	1851.1	1851.3	191.1	191.1	0.2	0.0
line	1846.6	1846.8	191.0	191.0	0.2	0.0
line	1846.8	1847.3	191.0	191.0	0.5	0.0
line	1847.3	1848.1	191.0	191.0	0.8	0.0
line	1848.1	1849.0	191.0	191.0	0.9	0.0
line	1849.0	1849.9	191.0	191.0	0.9	0.0
line	1849.9	1850.6	191.0	191.0	0.8	0.0
line	1850.6	1851.1	191.0	191.0	0.5	0.0
line	1851.1	1851.3	191.0	191.0	0.2	0.0
line	1846.6	1846.6	191.0	191.1	0.0	0.1
line	1851.3	1851.3	191.0	191.1	0.0	0.1
line	1849.0	1849.0	188.8	191.0	0.0	2.2
line	1849.0	1849.0	188.8	191.0	0.0	2.2
line	1844.5	1844.5	183.6	189.5	0.0	5.9
line	1843.4	1844.5	183.6	183.6	1.2	0.0
line	1843.4	1844.5	189.5	189.5	1.2	0.0
line	1845.7	1845.7	184.2	188.9	0.0	4.7
line	1844.5	1845.7	184.2	184.2	1.2	0.0
line	1844.5	1845.7	188.9	188.9	1.2	0.0
line	1845.7	1845.8	186.4	186.5	0.0	0.2
line	1845.7	1845.8	186.5	186.7	0.0	0.2
line	1845.8	1845.9	186.7	186.9	0.1	0.2
line	1845.9	1846.0	186.9	187.0	0.2	0.1
line	1846.0	1846.2	187.0	187.0	0.2	0.0
line	1846.2	1846.4	187.0	187.0	0.2	0.0
line	1846.4	1846.5	186.9	187.0	0.2	0.1
