x0	x1	top	bottom	text
2475.98	2478.65	434.18	443.78	 
2478.89	2485.82	434.18	443.78	D
2485.77	2488.44	434.18	443.78	I
2488.39	2494.79	434.18	443.78	S
2494.74	2501.15	434.18	443.78	P
2501.1	2507.5	434.18	443.78	E
2507.45	2514.38	434.18	443.78	N
2514.33	2520.73	434.18	443.78	S
2520.68	2527.09	434.18	443.78	E
2527.04	2533.97	434.18	443.78	R
2379.15	2385.55	446.83	456.43	A
2385.55	2390.88	446.83	456.43	4
2390.86	2393.52	446.83	456.43	 
2415.15	2420.48	446.83	456.43	3
2420.46	2425.79	446.83	456.43	6
2425.78	2429.18	446.83	456.43	""""
2429.17	2431.84	446.83	456.43	 
2431.86	2437.19	446.83	456.43	L
2437.17	2439.83	446.83	456.43	.
2439.85	2442.52	446.83	456.43	 
2442.54	2450.0	446.83	456.43	G
2450.0	2456.93	446.83	456.43	R
2456.93	2463.33	446.83	456.43	A
2463.32	2469.73	446.83	456.43	B
2469.72	2472.39	446.83	456.43	 
2472.42	2478.83	446.83	456.43	B
2478.82	2485.23	446.83	456.43	A
2485.22	2492.15	446.83	456.43	R
2379.15	2385.55	459.48	469.08	A
2385.55	2390.88	459.48	469.08	5
2390.86	2393.52	459.48	469.08	 
2415.15	2420.48	459.48	469.08	4
2420.46	2425.79	459.48	469.08	8
2425.78	2429.18	459.48	469.08	""""
2429.17	2431.84	459.48	469.08	 
2431.86	2437.19	459.48	469.08	L
2437.17	2439.83	459.48	469.08	.
2439.85	2442.52	459.48	469.08	 
2442.54	2450.0	459.48	469.08	G
2450.0	2456.93	459.48	469.08	R
2456.93	2463.33	459.48	469.08	A
2463.32	2469.73	459.48	469.08	B
2469.72	2472.39	459.48	469.08	 
2472.42	2478.83	459.48	469.08	B
2478.82	2485.23	459.48	469.08	A
2485.22	2492.15	459.48	469.08	R
2379.15	2385.55	472.13	481.73	A
2385.55	2390.88	472.13	481.73	6
2390.86	2393.52	472.13	481.73	 
2415.15	2423.14	472.13	481.73	M
2423.14	2425.81	472.13	481.73	I
2425.81	2432.74	472.13	481.73	R
2432.73	2439.67	472.13	481.73	R
2439.66	2447.13	472.13	481.73	O
2447.13	2454.06	472.13	481.73	R
2454.06	2456.73	472.13	481.73	 
2456.75	2459.94	472.13	481.73	-
2459.95	2462.61	472.13	481.73	 
2462.64	2469.04	472.13	481.73	B
2469.0	2476.47	472.13	481.73	O
2476.43	2482.29	472.13	481.73	T
2482.25	2488.12	472.13	481.73	T
2488.08	2495.54	472.13	481.73	O
2495.5	2503.5	472.13	481.73	M
2503.46	2506.13	472.13	481.73	 
2506.41	2512.81	472.13	481.73	E
2512.77	2519.71	472.13	481.73	D
2519.66	2527.13	472.13	481.73	G
2527.09	2533.5	472.13	481.73	E
2533.45	2536.12	472.13	481.73	 
2536.3	2543.77	472.13	481.73	O
2543.73	2549.59	472.13	481.73	F
2549.55	2552.22	472.13	481.73	 
2552.36	2559.29	472.13	481.73	R
2559.25	2565.66	472.13	481.73	E
2565.62	2571.48	472.13	481.73	F
2571.44	2576.78	472.13	481.73	L
2576.74	2583.14	472.13	481.73	E
2583.1	2590.03	472.13	481.73	C
2589.99	2595.86	472.13	481.73	T
2595.82	2598.48	472.13	481.73	I
2598.44	2604.85	472.13	481.73	V
2604.81	2611.21	472.13	481.73	E
2611.17	2613.84	472.13	481.73	 
2614.32	2620.72	472.13	481.73	S
2620.68	2627.61	472.13	481.73	U
2627.57	2634.5	472.13	481.73	R
2634.46	2640.32	472.13	481.73	F
2640.28	2646.69	472.13	481.73	A
2646.65	2653.58	472.13	481.73	C
2653.54	2659.94	472.13	481.73	E
2659.9	2662.57	472.13	481.73	 
2661.8	2668.21	472.13	481.73	A
2668.17	2674.03	472.13	481.73	T
2673.99	2676.66	472.13	481.73	 
2675.95	2681.28	472.13	481.73	4
2681.26	2686.6	472.13	481.73	0
2686.58	2689.98	472.13	481.73	""""
2689.97	2692.64	472.13	481.73	 
2692.66	2700.65	472.13	481.73	M
2700.65	2707.05	472.13	481.73	A
2707.05	2713.44	472.13	481.73	X
2713.44	2716.11	472.13	481.73	 
2715.57	2721.97	472.13	481.73	A
2721.97	2727.83	472.13	481.73	F
2727.83	2733.7	472.13	481.73	F
2379.15	2385.55	484.78	494.38	A
2385.55	2390.88	484.78	494.38	7
2390.86	2393.52	484.78	494.38	 
2415.15	2422.08	484.78	494.38	R
2422.07	2428.48	484.78	494.38	E
2428.48	2435.41	484.78	494.38	C
2435.41	2441.81	484.78	494.38	E
2441.81	2448.21	484.78	494.38	S
2448.21	2454.61	484.78	494.38	S
2454.61	2461.01	484.78	494.38	E
2461.01	2467.94	484.78	494.38	D
2467.94	2470.61	484.78	494.38	 
2470.57	2478.57	484.78	494.38	M
2478.56	2484.97	484.78	494.38	E
2484.97	2491.9	484.78	494.38	D
2491.9	2494.56	484.78	494.38	I
2494.56	2501.49	484.78	494.38	C
2501.49	2504.16	484.78	494.38	I
2504.16	2511.09	484.78	494.38	N
2511.09	2517.49	484.78	494.38	E
2517.49	2520.16	484.78	494.38	 
2520.17	2527.1	484.78	494.38	C
2527.1	2533.5	484.78	494.38	A
2533.5	2539.9	484.78	494.38	B
2539.9	2542.57	484.78	494.38	I
2542.57	2549.5	484.78	494.38	N
2549.5	2555.9	484.78	494.38	E
2555.9	2561.77	484.78	494.38	T
2379.15	2385.55	497.43	507.03	A
2385.55	2390.88	497.43	507.03	8
2390.86	2393.52	497.43	507.03	 
2415.15	2420.48	497.43	507.03	1
2420.46	2425.79	497.43	507.03	8
2425.78	2429.18	497.43	507.03	""""
2429.17	2431.84	497.43	507.03	 
2431.86	2437.72	497.43	507.03	T
2437.66	2445.13	497.43	507.03	O
2445.06	2454.13	497.43	507.03	W
2454.06	2460.47	497.43	507.03	E
2460.41	2465.74	497.43	507.03	L
2465.68	2468.35	497.43	507.03	 
2468.21	2474.61	497.43	507.03	B
2474.55	2480.95	497.43	507.03	A
2480.89	2487.82	497.43	507.03	R
2487.76	2490.43	497.43	507.03	 
2490.61	2493.8	497.43	507.03	-
2493.81	2496.47	497.43	507.03	 
2496.5	2502.9	497.43	507.03	B
2502.83	2510.3	497.43	507.03	O
2510.23	2516.1	497.43	507.03	T
2516.03	2521.9	497.43	507.03	T
2521.83	2529.3	497.43	507.03	O
2529.23	2537.23	497.43	507.03	M
2537.16	2539.83	497.43	507.03	 
2540.27	2546.67	497.43	507.03	E
2546.61	2553.54	497.43	507.03	D
2553.47	2560.94	497.43	507.03	G
2560.87	2567.28	497.43	507.03	E
2567.21	2569.88	497.43	507.03	 
2569.65	2576.05	497.43	507.03	A
2575.98	2581.85	497.43	507.03	T
2581.78	2584.45	497.43	507.03	 
2583.79	2589.12	497.43	507.03	4
2589.1	2594.44	497.43	507.03	0
2594.42	2597.82	497.43	507.03	""""
2597.81	2600.48	497.43	507.03	 
2600.5	2608.49	497.43	507.03	M
2608.49	2614.89	497.43	507.03	A
2614.89	2621.28	497.43	507.03	X
2621.28	2623.95	497.43	507.03	 
2623.41	2629.81	497.43	507.03	A
2629.81	2635.67	497.43	507.03	F
2635.67	2641.54	497.43	507.03	F
2379.15	2385.55	510.08	519.68	A
2385.55	2390.88	510.08	519.68	9
2390.86	2393.52	510.08	519.68	 
2415.15	2420.48	510.08	519.68	2
2420.46	2425.79	510.08	519.68	4
2425.78	2429.18	510.08	519.68	""""
2429.17	2431.84	510.08	519.68	 
2431.86	2437.19	510.08	519.68	L
2437.17	2439.83	510.08	519.68	.
2439.85	2442.52	510.08	519.68	 
2442.54	2450.0	510.08	519.68	G
2450.0	2456.93	510.08	519.68	R
2456.93	2463.33	510.08	519.68	A
2463.32	2469.73	510.08	519.68	B
2469.72	2472.39	510.08	519.68	 
2472.42	2478.83	510.08	519.68	B
2478.82	2485.23	510.08	519.68	A
2485.22	2492.15	510.08	519.68	R
2379.15	2385.55	535.38	544.98	P
2385.55	2391.42	535.38	544.98	L
2391.42	2398.35	535.38	544.98	U
2398.35	2406.34	535.38	544.98	M
2406.34	2413.27	535.38	544.98	B
2413.27	2415.94	535.38	544.98	I
2415.94	2422.87	535.38	544.98	N
2422.88	2430.35	535.38	544.98	G
2430.35	2433.02	535.38	544.98	 
2433.03	2438.9	535.38	544.98	F
2438.9	2441.57	535.38	544.98	I
2441.57	2447.97	535.38	544.98	X
2447.98	2453.84	535.38	544.98	T
2453.84	2460.77	535.38	544.98	U
2460.78	2467.71	535.38	544.98	R
2467.71	2474.11	535.38	544.98	E
2474.11	2480.52	535.38	544.98	S
2379.15	2385.55	548.03	557.63	P
2385.55	2390.88	548.03	557.63	1
2390.86	2393.52	548.03	557.63	 
2415.15	2424.21	548.03	557.63	W
2424.17	2430.57	548.03	557.63	A
2430.53	2436.39	548.03	557.63	T
2436.35	2442.75	548.03	557.63	E
2442.71	2449.64	548.03	557.63	R
2449.6	2456.0	548.03	557.63	S
2455.96	2462.36	548.03	557.63	E
2462.32	2469.25	548.03	557.63	N
2469.21	2475.61	548.03	557.63	S
2475.57	2481.97	548.03	557.63	E
2481.93	2484.6	548.03	557.63	 
2483.5	2489.9	548.03	557.63	A
2489.86	2496.79	548.03	557.63	C
2496.75	2503.68	548.03	557.63	C
2503.64	2510.04	548.03	557.63	E
2510.0	2516.4	548.03	557.63	S
2516.36	2522.76	548.03	557.63	S
2522.72	2525.39	548.03	557.63	I
2525.34	2531.75	548.03	557.63	B
2531.7	2537.04	548.03	557.63	L
2537.0	2543.4	548.03	557.63	E
2543.36	2546.03	548.03	557.63	 
2546.22	2552.08	548.03	557.63	T
2552.04	2559.51	548.03	557.63	O
2559.47	2562.14	548.03	557.63	I
2562.09	2567.43	548.03	557.63	L
2567.39	2573.79	548.03	557.63	E
2573.75	2579.61	548.03	557.63	T
2379.15	2385.55	560.68	570.28	P
2385.55	2390.88	560.68	570.28	2
2390.86	2393.52	560.68	570.28	 
2415.15	2424.21	560.68	570.28	W
2424.13	2430.53	560.68	570.28	A
2430.45	2436.32	560.68	570.28	T
2436.24	2442.64	560.68	570.28	E
2442.56	2449.5	560.68	570.28	R
2449.42	2455.82	560.68	570.28	S
2455.74	2462.15	560.68	570.28	E
2462.07	2469.0	560.68	570.28	N
2468.92	2475.32	560.68	570.28	S
2475.24	2481.65	560.68	570.28	E
2481.57	2484.24	560.68	570.28	 
2483.5	2489.9	560.68	570.28	A
2489.82	2496.75	560.68	570.28	C
2496.67	2503.61	560.68	570.28	C
2503.53	2509.93	560.68	570.28	E
2509.85	2516.25	560.68	570.28	S
2516.18	2522.58	560.68	570.28	S
2522.5	2525.17	560.68	570.28	I
2525.09	2531.49	560.68	570.28	B
2531.42	2536.75	560.68	570.28	L
2536.67	2543.08	560.68	570.28	E
2543.0	2545.67	560.68	570.28	 
2546.41	2551.75	560.68	570.28	L
2551.67	2558.07	560.68	570.28	A
2557.99	2564.4	560.68	570.28	V
2564.32	2566.99	560.68	570.28	 
2566.51	2572.37	560.68	570.28	F
2572.29	2578.7	560.68	570.28	A
2578.62	2585.55	560.68	570.28	U
2585.47	2592.4	560.68	570.28	C
2592.32	2598.73	560.68	570.28	E
2598.65	2604.51	560.68	570.28	T
2379.15	2385.55	573.33	582.93	P
2385.55	2390.88	573.33	582.93	3
2390.86	2393.52	573.33	582.93	 
2415.15	2421.55	573.33	582.93	A
2421.41	2428.34	573.33	582.93	C
2428.2	2435.13	573.33	582.93	C
2434.99	2441.39	573.33	582.93	E
2441.25	2447.65	573.33	582.93	S
2447.51	2453.92	573.33	582.93	S
2453.77	2456.44	573.33	582.93	I
2456.3	2462.71	573.33	582.93	B
2462.56	2467.9	573.33	582.93	L
2467.76	2474.16	573.33	582.93	E
2474.02	2476.69	573.33	582.93	 
2478.06	2483.39	573.33	582.93	L
2483.25	2489.66	573.33	582.93	A
2489.52	2495.92	573.33	582.93	V
2495.78	2502.18	573.33	582.93	A
2502.04	2507.91	573.33	582.93	T
2507.77	2515.23	573.33	582.93	O
2515.09	2522.02	573.33	582.93	R
2521.88	2528.29	573.33	582.93	Y
2528.15	2530.81	573.33	582.93	 
2529.32	2538.38	573.33	582.93	W
2538.42	2541.08	573.33	582.93	/
2541.1	2550.16	573.33	582.93	W
2550.1	2556.5	573.33	582.93	A
2556.44	2562.31	573.33	582.93	T
2562.25	2568.65	573.33	582.93	E
2568.59	2575.52	573.33	582.93	R
2575.46	2581.87	573.33	582.93	S
2581.81	2588.21	573.33	582.93	E
2588.15	2595.08	573.33	582.93	N
2595.02	2601.43	573.33	582.93	S
2601.37	2607.77	573.33	582.93	E
2607.71	2610.38	573.33	582.93	 
2609.45	2615.85	573.33	582.93	A
2615.79	2622.72	573.33	582.93	C
2622.66	2629.59	573.33	582.93	C
2629.53	2635.94	573.33	582.93	E
2635.88	2642.28	573.33	582.93	S
2642.22	2648.63	573.33	582.93	S
2648.57	2651.24	573.33	582.93	I
2651.18	2657.58	573.33	582.93	B
2657.52	2662.86	573.33	582.93	L
2662.8	2669.2	573.33	582.93	E
2669.14	2671.81	573.33	582.93	 
2672.36	2678.23	573.33	582.93	F
2678.17	2684.57	573.33	582.93	A
2684.51	2691.44	573.33	582.93	U
2691.38	2698.31	573.33	582.93	C
2698.25	2704.66	573.33	582.93	E
2704.6	2710.46	573.33	582.93	T
2379.15	2385.55	585.98	595.58	P
2385.55	2390.88	585.98	595.58	4
2390.86	2393.52	585.98	595.58	 
2415.15	2421.55	585.98	595.58	S
2421.55	2424.22	585.98	595.58	I
2424.22	2431.16	585.98	595.58	N
2431.16	2437.56	585.98	595.58	K
2437.57	2440.24	585.98	595.58	 
2440.23	2449.3	585.98	595.58	W
2449.33	2451.99	585.98	595.58	/
2452.02	2461.08	585.98	595.58	W
2461.02	2467.42	585.98	595.58	A
2467.36	2473.23	585.98	595.58	T
2473.17	2479.57	585.98	595.58	E
2479.51	2486.44	585.98	595.58	R
2486.38	2492.79	585.98	595.58	S
2492.73	2499.13	585.98	595.58	E
2499.07	2506.0	585.98	595.58	N
2505.94	2512.35	585.98	595.58	S
2512.29	2518.69	585.98	595.58	E
2518.63	2521.3	585.98	595.58	 
2520.37	2526.77	585.98	595.58	A
2526.71	2533.64	585.98	595.58	C
2533.58	2540.51	585.98	595.58	C
2540.45	2546.86	585.98	595.58	E
2546.8	2553.2	585.98	595.58	S
2553.14	2559.55	585.98	595.58	S
2559.49	2562.15	585.98	595.58	I
2562.1	2568.5	585.98	595.58	B
2568.44	2573.78	585.98	595.58	L
2573.72	2580.12	585.98	595.58	E
2580.06	2582.73	585.98	595.58	 
2583.28	2589.15	585.98	595.58	F
2589.09	2595.49	585.98	595.58	A
2595.43	2602.36	585.98	595.58	U
2602.3	2609.23	585.98	595.58	C
2609.17	2615.58	585.98	595.58	E
2615.52	2621.38	585.98	595.58	T
2379.15	2385.55	598.63	608.23	P
2385.55	2390.88	598.63	608.23	5
2390.86	2393.52	598.63	608.23	 
2415.15	2421.55	598.63	608.23	A
2421.55	2428.48	598.63	608.23	C
2428.47	2435.4	598.63	608.23	C
2435.4	2441.81	598.63	608.23	E
2441.8	2448.21	598.63	608.23	S
2448.2	2454.61	598.63	608.23	S
2454.6	2457.27	598.63	608.23	I
2457.27	2463.67	598.63	608.23	B
2463.67	2469.01	598.63	608.23	L
2469.0	2475.41	598.63	608.23	E
2475.4	2478.07	598.63	608.23	 
2478.06	2484.46	598.63	608.23	S
2484.46	2487.13	598.63	608.23	I
2487.12	2494.05	598.63	608.23	N
2494.05	2500.45	598.63	608.23	K
2500.45	2503.12	598.63	608.23	 
2503.15	2512.21	598.63	608.23	W
2512.24	2514.9	598.63	608.23	/
2514.92	2517.59	598.63	608.23	 
2517.62	2526.68	598.63	608.23	W
2526.62	2533.02	598.63	608.23	A
2532.96	2538.83	598.63	608.23	T
2538.77	2545.17	598.63	608.23	E
2545.11	2552.04	598.63	608.23	R
2551.98	2558.39	598.63	608.23	S
2558.33	2564.73	598.63	608.23	E
2564.67	2571.6	598.63	608.23	N
2571.54	2577.95	598.63	608.23	S
2577.89	2584.29	598.63	608.23	E
2584.23	2586.9	598.63	608.23	 
2585.97	2592.37	598.63	608.23	A
2592.31	2599.24	598.63	608.23	C
2599.18	2606.11	598.63	608.23	C
2606.05	2612.46	598.63	608.23	E
2612.4	2618.8	598.63	608.23	S
2618.74	2625.15	598.63	608.23	S
2625.09	2627.75	598.63	608.23	I
2627.7	2634.1	598.63	608.23	B
2634.04	2639.38	598.63	608.23	L
2639.32	2645.72	598.63	608.23	E
2645.66	2648.33	598.63	608.23	 
2648.88	2654.75	598.63	608.23	F
2654.69	2661.09	598.63	608.23	A
2661.03	2667.96	598.63	608.23	U
2667.9	2674.83	598.63	608.23	C
2674.77	2681.18	598.63	608.23	E
2681.12	2686.98	598.63	608.23	T
2379.15	2385.55	611.28	620.88	P
2385.55	2390.88	611.28	620.88	6
2390.86	2393.52	611.28	620.88	 
2415.15	2420.48	611.28	620.88	3
2420.46	2425.79	611.28	620.88	6
2425.78	2429.18	611.28	620.88	""""
2429.17	2431.84	611.28	620.88	 
2431.86	2438.79	611.28	620.88	D
2438.75	2445.16	611.28	620.88	E
2445.12	2451.52	611.28	620.88	E
2451.49	2457.89	611.28	620.88	P
2457.86	2460.53	611.28	620.88	 
2460.46	2467.39	611.28	620.88	R
2467.36	2474.83	611.28	620.88	O
2474.8	2480.13	611.28	620.88	L
2480.1	2485.44	611.28	620.88	L
2485.49	2488.68	611.28	620.88	-
2488.69	2491.35	611.28	620.88	I
2491.35	2498.28	611.28	620.88	N
2498.28	2500.95	611.28	620.88	 
2500.46	2506.86	611.28	620.88	A
2506.86	2513.79	611.28	620.88	C
2513.79	2520.72	611.28	620.88	C
2520.72	2527.12	611.28	620.88	E
2527.12	2533.53	611.28	620.88	S
2533.52	2539.93	611.28	620.88	S
2539.92	2542.59	611.28	620.88	I
2542.59	2548.99	611.28	620.88	B
2548.99	2554.33	611.28	620.88	L
2554.33	2560.73	611.28	620.88	E
2560.73	2563.4	611.28	620.88	 
2563.37	2569.78	611.28	620.88	S
2569.77	2576.71	611.28	620.88	H
2576.7	2584.17	611.28	620.88	O
2584.17	2593.23	611.28	620.88	W
2593.23	2599.63	611.28	620.88	E
2599.63	2606.56	611.28	620.88	R
2606.56	2609.23	611.28	620.88	 
2609.26	2618.32	611.28	620.88	W
2618.35	2621.01	611.28	620.88	/
2621.04	2630.1	611.28	620.88	W
2630.05	2636.45	611.28	620.88	A
2636.4	2642.26	611.28	620.88	T
2642.21	2648.61	611.28	620.88	E
2648.56	2655.49	611.28	620.88	R
2655.44	2661.84	611.28	620.88	S
2661.79	2668.19	611.28	620.88	E
2668.14	2676.13	611.28	620.88	M
2676.08	2682.49	611.28	620.88	S
2682.43	2688.84	611.28	620.88	E
2688.78	2691.45	611.28	620.88	 
2690.99	2697.39	611.28	620.88	S
2697.34	2704.27	611.28	620.88	H
2704.22	2711.69	611.28	620.88	O
2711.63	2720.7	611.28	620.88	W
2720.64	2727.05	611.28	620.88	E
2726.99	2733.92	611.28	620.88	R
2733.87	2736.54	611.28	620.88	 
2736.88	2743.81	611.28	620.88	H
2743.75	2750.16	611.28	620.88	E
2750.1	2756.51	611.28	620.88	A
2756.46	2763.39	611.28	620.88	D
2415.15	2418.34	623.93	633.53	(
2418.35	2423.68	623.93	633.53	4
2423.66	2426.32	623.93	633.53	/
2426.35	2433.28	623.93	633.53	A
2433.01	2438.34	623.93	633.53	1
2438.33	2443.67	623.93	633.53	3
2443.65	2446.32	623.93	633.53	.
2446.31	2451.64	623.93	633.53	1
2451.63	2454.82	623.93	633.53	)
2379.15	2385.55	649.23	658.83	E
2385.55	2393.02	649.23	658.83	Q
2393.02	2399.95	649.23	658.83	U
2399.96	2402.63	649.23	658.83	I
2402.63	2409.03	649.23	658.83	P
2409.03	2417.02	649.23	658.83	M
2417.02	2423.43	649.23	658.83	E
2423.43	2430.36	649.23	658.83	N
2430.36	2436.23	649.23	658.83	T
2436.24	2438.9	649.23	658.83	/
2438.93	2446.91	649.23	658.83	M
2446.89	2449.56	649.23	658.83	I
2449.54	2455.95	649.23	658.83	S
2455.93	2462.86	649.23	658.83	C
2462.84	2469.24	649.23	658.83	E
2469.22	2475.09	649.23	658.83	L
2475.07	2480.93	649.23	658.83	L
2480.92	2487.85	649.23	658.83	A
2487.83	2494.76	649.23	658.83	N
2494.74	2501.14	649.23	658.83	E
2501.12	2508.59	649.23	658.83	O
2508.57	2515.5	649.23	658.83	U
2515.49	2521.89	649.23	658.83	S
2379.15	2385.55	661.88	671.48	S
2385.53	2390.87	661.88	671.48	e
2390.86	2396.2	661.88	671.48	e
2396.18	2398.85	661.88	671.48	 
2398.86	2401.53	661.88	671.48	I
2401.51	2406.85	661.88	671.48	n
2406.84	2409.51	661.88	671.48	t
2409.49	2414.83	661.88	671.48	e
2414.82	2418.01	661.88	671.48	r
2418.0	2420.13	661.88	671.48	i
2420.12	2425.45	661.88	671.48	o
2425.44	2428.64	661.88	671.48	r
2428.62	2431.29	661.88	671.48	 
2431.37	2438.3	661.88	671.48	D
2438.29	2443.62	661.88	671.48	e
2443.61	2448.41	661.88	671.48	s
2448.4	2450.53	661.88	671.48	i
2450.52	2455.85	661.88	671.48	g
2455.84	2461.18	661.88	671.48	n
2461.16	2463.83	661.88	671.48	 
2463.82	2470.75	661.88	671.48	D
2470.74	2473.93	661.88	671.48	r
2473.92	2479.26	661.88	671.48	a
2479.24	2486.19	661.88	671.48	w
2486.18	2488.31	661.88	671.48	i
2488.3	2493.63	661.88	671.48	n
2493.62	2498.96	661.88	671.48	g
2498.95	2503.75	661.88	671.48	s
2503.73	2506.4	661.88	671.48	 
2506.44	2509.11	661.88	671.48	f
2509.1	2514.43	661.88	671.48	o
2514.42	2517.62	661.88	671.48	r
2517.6	2520.27	661.88	671.48	 
2520.33	2526.73	661.88	671.48	E
2526.72	2532.06	661.88	671.48	q
2532.04	2537.38	661.88	671.48	u
2537.37	2539.5	661.88	671.48	i
2539.49	2544.82	661.88	671.48	p
2544.81	2552.82	661.88	671.48	m
2552.8	2558.14	661.88	671.48	e
2558.13	2563.46	661.88	671.48	n
2563.45	2566.12	661.88	671.48	t
2566.11	2568.77	661.88	671.48	 
2568.71	2575.12	661.88	671.48	S
2575.1	2580.44	661.88	671.48	p
2580.43	2585.77	661.88	671.48	e
2585.75	2590.55	661.88	671.48	c
2590.54	2595.34	661.88	671.48	s
2379.15	2385.55	674.53	684.13	E
2385.55	2390.88	674.53	684.13	1
2390.86	2393.52	674.53	684.13	 
2415.15	2422.61	674.53	684.13	G
2422.61	2429.54	674.53	684.13	R
2429.54	2435.94	674.53	684.13	A
2435.94	2442.34	674.53	684.13	B
2442.34	2445.01	674.53	684.13	 
2445.03	2451.44	674.53	684.13	B
2451.43	2457.84	674.53	684.13	A
2457.83	2464.76	674.53	684.13	R
2464.76	2467.43	674.53	684.13	 
2467.43	2473.84	674.53	684.13	B
2473.83	2480.24	674.53	684.13	A
2480.23	2487.17	674.53	684.13	C
2487.16	2493.57	674.53	684.13	K
2493.56	2496.23	674.53	684.13	I
2496.23	2503.16	674.53	684.13	N
2503.16	2510.63	674.53	684.13	G
2510.62	2513.29	674.53	684.13	 
2513.33	2516.52	674.53	684.13	(
2516.53	2521.86	674.53	684.13	1
2521.84	2524.5	674.53	684.13	/
2524.53	2531.46	674.53	684.13	A
2531.18	2536.51	674.53	684.13	1
2536.5	2541.84	674.53	684.13	3
2541.82	2544.49	674.53	684.13	.
2544.48	2549.81	674.53	684.13	1
2549.81	2553.0	674.53	684.13	)
2553.01	2555.67	674.53	684.13	 
2555.69	2558.89	674.53	684.13	(
2558.9	2564.23	674.53	684.13	#
2564.21	2571.14	674.53	684.13	D
2571.13	2574.87	674.53	684.13	r
2574.86	2580.73	674.53	684.13	g
2580.73	2583.39	674.53	684.13	I
2583.39	2590.32	674.53	684.13	D
2590.32	2593.51	674.53	684.13	(
2593.52	2597.25	674.53	684.13	r
2597.24	2602.57	674.53	684.13	e
2602.56	2605.75	674.53	684.13	f
2605.74	2608.93	674.53	684.13	)
2608.94	2611.6	674.53	684.13	/
2611.63	2616.96	674.53	684.13	#
2616.94	2622.8	674.53	684.13	L
2622.78	2628.12	674.53	684.13	a
2628.1	2633.44	674.53	684.13	y
2633.42	2636.09	674.53	684.13	I
2636.07	2643.0	674.53	684.13	D
2642.99	2646.18	674.53	684.13	(
2646.19	2649.92	674.53	684.13	r
2649.91	2655.24	674.53	684.13	e
2655.23	2658.42	674.53	684.13	f
2658.42	2661.61	674.53	684.13	)
2661.62	2664.81	674.53	684.13	)
2379.15	2385.55	687.18	696.78	E
2385.55	2390.88	687.18	696.78	2
2390.86	2393.52	687.18	696.78	 
2415.15	2420.48	687.18	696.78	L
2420.44	2426.85	687.18	696.78	E
2426.81	2433.74	687.18	696.78	D
2433.7	2436.37	687.18	696.78	 
2436.46	2441.79	687.18	696.78	L
2441.76	2444.43	687.18	696.78	I
2444.39	2451.86	687.18	696.78	G
2451.82	2458.75	687.18	696.78	H
2458.71	2464.58	687.18	696.78	T
2464.54	2467.21	687.18	696.78	 
2467.31	2473.17	687.18	696.78	F
2473.13	2475.8	687.18	696.78	I
2475.76	2482.16	687.18	696.78	X
2482.12	2487.98	687.18	696.78	T
2487.95	2494.88	687.18	696.78	U
2494.84	2501.77	687.18	696.78	R
2501.73	2508.13	687.18	696.78	E
2508.1	2510.77	687.18	696.78	 
2511.08	2518.55	687.18	696.78	O
2518.51	2524.92	687.18	696.78	V
2524.88	2531.28	687.18	696.78	E
2531.24	2538.17	687.18	696.78	R
2538.13	2540.8	687.18	696.78	 
2540.97	2547.37	687.18	696.78	V
2547.33	2553.74	687.18	696.78	A
2553.7	2560.63	687.18	696.78	N
2560.59	2563.26	687.18	696.78	I
2563.22	2569.09	687.18	696.78	T
2569.05	2575.45	687.18	696.78	Y
2575.42	2578.08	687.18	696.78	 
2577.52	2580.71	687.18	696.78	-
2580.72	2583.38	687.18	696.78	 
2583.41	2589.27	687.18	696.78	T
2589.26	2596.73	687.18	696.78	O
2596.71	2603.12	687.18	696.78	P
2603.1	2605.77	687.18	696.78	 
2605.55	2613.02	687.18	696.78	O
2613.0	2618.87	687.18	696.78	F
2618.86	2621.52	687.18	696.78	 
2621.61	2627.48	687.18	696.78	F
2627.47	2630.13	687.18	696.78	I
2630.12	2636.51	687.18	696.78	X
2636.5	2642.37	687.18	696.78	T
2642.35	2649.28	687.18	696.78	U
2649.27	2656.2	687.18	696.78	R
2656.19	2662.59	687.18	696.78	E
2662.58	2665.24	687.18	696.78	 
2665.39	2668.06	687.18	696.78	I
2668.04	2674.45	687.18	696.78	S
2674.43	2677.1	687.18	696.78	 
2677.17	2682.5	687.18	696.78	7
2682.48	2684.31	687.18	696.78	'
2684.34	2687.53	687.18	696.78	-
2687.54	2692.87	687.18	696.78	0
2692.85	2696.25	687.18	696.78	""""
2696.24	2698.91	687.18	696.78	 
2698.93	2705.33	687.18	696.78	A
2705.33	2707.99	687.18	696.78	.
2708.02	2713.88	687.18	696.78	F
2713.9	2716.56	687.18	696.78	.
2716.59	2722.45	687.18	696.78	F
2722.48	2725.14	687.18	696.78	.
2379.15	2385.55	699.83	709.43	E
2385.55	2390.88	699.83	709.43	3
2390.86	2393.52	699.83	709.43	 
2415.15	2421.55	699.83	709.43	E
2421.49	2428.42	699.83	709.43	N
2428.37	2434.77	699.83	709.43	E
2434.71	2441.64	699.83	709.43	R
2441.59	2449.06	699.83	709.43	G
2449.0	2455.4	699.83	709.43	Y
2455.35	2461.75	699.83	709.43	S
2461.69	2467.56	699.83	709.43	T
2467.5	2473.91	699.83	709.43	A
2473.85	2480.78	699.83	709.43	R
2480.73	2483.39	699.83	709.43	 
2482.79	2489.2	699.83	709.43	A
